"metabolite_id","dataset_id","study_name","platform","merge_variable","input_metabolite_name","input_metabid","input_chemical_id","input_comp_id","input_hmdb_id","input_cas","input_pubchem","input_chemspider","input_kegg","input_inchikey","input_chebi","Standardized name"
"AC40_OCTEN_CARN",54,"Catheterization Genetics","Newgard Laboratory @ Duke University","NEW UID","Octenedioyl carnitine","ac40",NA,"","","","",NA,"","",NA,NA
"ACYLCARNITINE_10_0_OH",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","Acylcarnitine (10:0-OH) - Hydroxydecanoylcarnitine","acylcarnitine__10:0_oh____hydroxydecanoylcarnitine",NA,"","","","",NA,"","",73051,NA
"ACYLCARNITINE_12_0_OH",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","Acylcarnitine (12:0-OH) - Hydroxydodecanoylcarnitine","acylcarnitine__12:0_oh____hydroxydodecanoylcarnitine",NA,"","","","",NA,"","",73056,NA
"ACYLCARNITINE_12_1_OH",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","Acylcarnitine (12:1-OH) - Hydroxydodecenoylcarnitine","acylcarnitine__12:1_oh____hydroxydodecenoylcarnitine",NA,"","","","",NA,"","",73106,NA
"ACYLCARNITINE_14_0_OH",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","Acylcarnitine (14:0-OH) - Hydroxytetradecanoylcarnitine","acylcarnitine__14:0_oh____hydroxytetradecanoylcarnitine",NA,"","","","",NA,"","",73063,NA
"ACYLCARNITINE_18_0_DC",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","Acylcarnitine (18:0-DC)","acylcarnitine__18:0_dc_",NA,"","","","",NA,"","",NA,"CAR DC18:0"
"ACYLCARNITINE_18_1_DC",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","Acylcarnitine (18:1-DC)","acylcarnitine__18:1_dc_",NA,"","","","",NA,"","",NA,"CAR DC18:1"
"ACYLCARNITINE_20_1",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","Acylcarnitine (20:1)","acylcarnitine__20:1_",NA,"","","","",NA,"","",NA,"CAR 20:1"
"ACYLCARNITINE_20_1_VAR2",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","Acylcarnitine (20:1)","acylcarnitine__20:1__2",NA,"","","","",NA,"","",NA,"CAR 20:1"
"ACYLCARNITINE_20_1_VAR3",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","Acylcarnitine (20:1)","acylcarnitine__20:1__3",NA,"","","","",NA,"","",NA,"CAR 20:1"
"ACYLCARNITINE_20_3",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","Acylcarnitine (20:3)","acylcarnitine__20:3_",NA,"","","","",NA,"","",NA,"CAR 20:3"
"ACYLCARNITINE_20_4",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","Acylcarnitine (20:4)","acylcarnitine__20:4_",NA,"","","","",NA,"","",NA,"CAR 20:4"
"ACYLCARNITINE_22_6",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","Acylcarnitine (22:6)","acylcarnitine__22:6_",NA,"","","","",NA,"","",NA,"CAR 22:6"
"ACYLCARNITINE_24_0",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","Acylcarnitine (24:0)","acylcarnitine__24:0_",NA,"","","","",NA,"","",NA,"CAR 24:0"
"ACYLCARNITINE_26_0",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","Acylcarnitine (26:0)","acylcarnitine__26:0_",NA,"","","","",NA,"","",NA,"CAR 26:0"
"ACYLCARNITINE_26_1",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","Acylcarnitine (26:1)","acylcarnitine__26:1_",NA,"","","","",NA,"","",NA,"CAR 26:1"
"ACYLCARNITINE_26_1_VAR2",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","Acylcarnitine (26:1)","acylcarnitine__26:1__2",NA,"","","","",NA,"","",NA,"CAR 26:1"
"AMIDES_T3",72,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Broad Institute","NEW UID","T3","amides_t3",NA,"","","","",NA,"","",NA,NA
"AMIDES_T4",72,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Broad Institute","NEW UID","T4","amides_t4",NA,"","","","",NA,"","",NA,"Threonine"
"ATP",72,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Broad Institute","NEW UID","ATP","amides_atp",NA,"","","","",NA,"","",NA,"ATP"
"A_TOCOPHEROL_GLUC",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","a-tocopherol-glucuronide","a_tocopherol_glucuronide",NA,"","","","",NA,"","",NA,NA
"A_TOCOPHEROL_GLUC_VAR2",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","a-tocopherol-glucuronide","a_tocopherol_glucuronide_2",NA,"","","","",NA,"","",NA,NA
"A_TOCOPHEROL_GLUC_VAR3",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","a-tocopherol-glucuronide","a_tocopherol_glucuronide_3",NA,"","","","",NA,"","",NA,NA
"BETA_CAROTENE",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","beta-Carotene","beta_carotene",NA,"","HMDB00561","","",NA,"","",17579,"beta-Carotene"
"BETA_CAROTENE_VAR2",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","beta-Carotene","beta_carotene_2",NA,"","HMDB00561","","",NA,"","",17579,"beta-Carotene"
"BETA_CAROTENE_VAR3",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","beta-Carotene","beta_carotene_3",NA,"","HMDB00561","","",NA,"","",17579,"beta-Carotene"
"BETA_CAROTENE_VAR4",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","beta-Carotene","beta_carotene_4",NA,"","HMDB00561","","",NA,"","",17579,"beta-Carotene"
"BETA_CAROTENE_VAR5",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","beta-Carotene","beta_carotene_5",NA,"","HMDB00561","","",NA,"","",17579,"beta-Carotene"
"BETA_CAROTENE_VAR6",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","beta-Carotene","beta_carotene_6",NA,"","HMDB00561","","",NA,"","",17579,"beta-Carotene"
"BETA_CAROTENE_VAR7",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","beta-Carotene","beta_carotene_7",NA,"","HMDB00561","","",NA,"","",17579,"beta-Carotene"
"BIOCHEM_3HYDHEXTETCARNITINE",32,"Genetics of Early Onset Cardiovascular Disease","Newgard Laboratory @ Duke University","NEW UID","3-Hydroxy-hexadecanoyl carnitine or Tetradecanedioyl carnitine","ac28",NA,"","","","",NA,"","",NA,NA
"BIOCHEM_3HYDHEXTETCARNITINE",54,"Catheterization Genetics","Newgard Laboratory @ Duke University","BIOCHEMICAL_NAME","3-Hydroxy-hexadecanoyl carnitine or Tetradecanedioyl carnitine","ac28",NA,"","","","",NA,"","",NA,NA
"BIOCHEM_3HYDHEXTETCARNITINE_AC43",54,"Catheterization Genetics","Newgard Laboratory @ Duke University","BIOCHEMICAL_NAME","3-Hydroxy-hexadecanoyl carnitine or Tetradecanedioyl carnitine","ac43",NA,"","","","",NA,"","",NA,NA
"BIOCHEM_3HYDROXOCTHEXCARN",32,"Genetics of Early Onset Cardiovascular Disease","Newgard Laboratory @ Duke University","NEW UID","3-Hydroxy-octadecanoyl carnitine or Hexadecanedioyl carnitine, thapsoyl carnitine","ac33",NA,"","","","",NA,"","",NA,NA
"BIOCHEM_3HYDROXOCTHEXCARN",54,"Catheterization Genetics","Newgard Laboratory @ Duke University","BIOCHEMICAL_NAME","3-Hydroxy-octadecanoyl carnitine or Hexadecanedioyl carnitine, thapsoyl carnitine","ac33",NA,"","","","",NA,"","",NA,NA
"BIOCHEM_3HYDTETCARNITINE",32,"Genetics of Early Onset Cardiovascular Disease","Newgard Laboratory @ Duke University","NEW UID","3-Hydroxy-tetradecenoyl carnitine","ac25",NA,"","","","",NA,"","",NA,"CAR 14:1;OH"
"BIOCHEM_3HYDTETCARNITINE",54,"Catheterization Genetics","Newgard Laboratory @ Duke University","BIOCHEMICAL_NAME","3-Hydroxy-tetradecenoyl carnitine","ac25",NA,"","","","",NA,"","",NA,"CAR 14:1;OH"
"BIOCHEM_3HYDTETDODECARNITINE",32,"Genetics of Early Onset Cardiovascular Disease","Newgard Laboratory @ Duke University","NEW UID","3-Hydroxy-tetradecanoyl carnitine or Dodecanedioyl carnitine","ac26",NA,"","","","",NA,"","",NA,NA
"BIOCHEM_3HYDTETDODECARNITINE",54,"Catheterization Genetics","Newgard Laboratory @ Duke University","BIOCHEMICAL_NAME","3-Hydroxy-tetradecanoyl carnitine or Dodecanedioyl carnitine","ac26",NA,"","","","",NA,"","",NA,NA
"BIOCHEM_AMINOHEP",31,"Shanghai Men's Health Study","Metabolon","NEW UID","__aminoheptanoic_acid","logm418",NA,"","","","",NA,"","",NA,NA
"BIOCHEM_AMINOOCT",31,"Shanghai Men's Health Study","Metabolon","NEW UID","__aminooctanoic_acid","logm466",NA,"","","","",NA,"","",NA,NA
"BIOCHEM_ASPARA",32,"Genetics of Early Onset Cardiovascular Disease","Newgard Laboratory @ Duke University","NEW UID","Asparatate/asparatime","aa11",NA,"","","","",NA,"","",NA,NA
"BIOCHEM_ASPARA",54,"Catheterization Genetics","Newgard Laboratory @ Duke University","BIOCHEMICAL_NAME","Asparatate/asparatime","aa11",NA,"","","","",NA,"","",NA,NA
"BIOCHEM_BETA_HYDR",32,"Genetics of Early Onset Cardiovascular Disease","Newgard Laboratory @ Duke University","NEW UID","b-Hydroxy-butyryl carnitine","ac06",NA,"","","","",NA,"","",NA,NA
"BIOCHEM_BETA_HYDR",54,"Catheterization Genetics","Newgard Laboratory @ Duke University","BIOCHEMICAL_NAME","b-Hydroxy-butyryl carnitine","ac06",NA,"","","","",NA,"","",NA,NA
"BIOCHEM_C34_2",50,"Women's Health Initiative","Broad Institute","NEW UID","C34:2 hydroxy-PC","c34.2.hydroxy.pc.m.plus.h.plus",NA,"","","","",NA,"","",NA,NA
"BIOCHEM_C36_4",50,"Women's Health Initiative","Broad Institute","NEW UID","C36:4 hydroxy-PC","c36.4.hydroxy.pc.m.plus.h.plus",NA,"","","","",NA,"","",NA,NA
"BIOCHEM_C40_11",50,"Women's Health Initiative","Broad Institute","NEW UID","C40:11 PC plasmalogen","c40.11.pc.plasmalogen",NA,"","","","",NA,"","",NA,"PC P-40:11"
"BIOCHEM_DECADIENOYLCARNITINE",32,"Genetics of Early Onset Cardiovascular Disease","Newgard Laboratory @ Duke University","NEW UID","Decadienoyl carnitine","ac15",NA,"","","","",NA,"","",NA,"CAR 10:2"
"BIOCHEM_DECADIENOYLCARNITINE",54,"Catheterization Genetics","Newgard Laboratory @ Duke University","BIOCHEMICAL_NAME","Decadienoyl carnitine","ac15",NA,"","","","",NA,"","",NA,"CAR 10:2"
"BIOCHEM_DECATRIENOYLCARNITINE",32,"Genetics of Early Onset Cardiovascular Disease","Newgard Laboratory @ Duke University","NEW UID","Decatrienoyl carnitine","ac14",NA,"","","","",NA,"","",NA,"CAR 10:3"
"BIOCHEM_DECATRIENOYLCARNITINE",54,"Catheterization Genetics","Newgard Laboratory @ Duke University","BIOCHEMICAL_NAME","Decatrienoyl carnitine","ac14",NA,"","","","",NA,"","",NA,"CAR 10:3"
"BIOCHEM_HEXOSE_DIPHOSPHATE",45,"Estonia Biobank Obesity Extremes","Broad Institute","BIOCHEMICAL_NAME","hexose_diphosphate","hexose_diphosphate",NA,"","","","",NA,"","",NA,NA
"BIOCHEM_HEXOSE_DIPHOSPHATE",50,"Women's Health Initiative","Broad Institute","NEW UID","hexose diphosphate","hexose.diphosphate",NA,"","HMDB01058","","",NA,"","",NA,"Fructose 1,6-bisphosphate"
"BIOCHEM_HYDSEBCARNITINE",32,"Genetics of Early Onset Cardiovascular Disease","Newgard Laboratory @ Duke University","NEW UID","3-Hydroxy-dodecanoyl carnitine or Sebacoyl carnitine","ac21",NA,"","","","",NA,"","",NA,NA
"BIOCHEM_HYDSEBCARNITINE",54,"Catheterization Genetics","Newgard Laboratory @ Duke University","BIOCHEMICAL_NAME","3-Hydroxy-dodecanoyl carnitine or Sebacoyl carnitine","ac21",NA,"","","","",NA,"","",NA,NA
"BIOCHEM_LAUROYLCARNITINE",32,"Genetics of Early Onset Cardiovascular Disease","Newgard Laboratory @ Duke University","NEW UID","Lauroyl carnitine","ac20",NA,"","","","",NA,"","",NA,"CAR 12:0"
"BIOCHEM_LAUROYLCARNITINE",54,"Catheterization Genetics","Newgard Laboratory @ Duke University","BIOCHEMICAL_NAME","Lauroyl carnitine","ac20",NA,"","","","",NA,"","",NA,"CAR 12:0"
"BIOCHEM_METHYLCAT",31,"Shanghai Men's Health Study","Metabolon","NEW UID","__methyl_catechol_sulfate_1","logm513",NA,"","","","",NA,"","",NA,NA
"BIOCHEM_N_METHYL_ACETAMINOPHEN",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","N-methyl-acetaminophen sulfate 1*","m_378",NA,"38786","","","",NA,"","",NA,NA
"BIOCHEM_OCTADECANEDIOYLCARN",32,"Genetics of Early Onset Cardiovascular Disease","Newgard Laboratory @ Duke University","NEW UID","Octadecanedioyl carnitine","ac32",NA,"","","","",NA,"","",NA,NA
"BIOCHEM_OCTADECANEDIOYLCARN",54,"Catheterization Genetics","Newgard Laboratory @ Duke University","BIOCHEMICAL_NAME","Octadecanedioyl carnitine","ac32",NA,"","","","",NA,"","",NA,NA
"BIOCHEM_OLEYLCARNITINE",32,"Genetics of Early Onset Cardiovascular Disease","Newgard Laboratory @ Duke University","NEW UID","Oleyl carnitine","ac30",NA,"","","","",NA,"","",NA,"CAR 18:1"
"BIOCHEM_OLEYLCARNITINE",54,"Catheterization Genetics","Newgard Laboratory @ Duke University","BIOCHEMICAL_NAME","Oleyl carnitine","ac30",NA,"","","","",NA,"","",NA,"CAR 18:1"
"BIOCHEM_PENTOSE_MONOPHOSPHATE",45,"Estonia Biobank Obesity Extremes","Broad Institute","BIOCHEMICAL_NAME","pentose_monophosphate","pentose_monophosphate",NA,"","","","",NA,"","",NA,NA
"BIOCHEM_PENTOSE_MONOPHOSPHATE",50,"Women's Health Initiative","Broad Institute","NEW UID","pentose monophosphate","pentose.monophosphate",NA,"","HMDB01548","","",NA,"","",NA,"Ribose 5-phosphate"
"BIOCHEM_PIPERIDONE",31,"Shanghai Men's Health Study","Metabolon","NEW UID","__piperidone","logm374",NA,"","","","",NA,"","",NA,NA
"BIOCHEM_TETRACARNITINE",32,"Genetics of Early Onset Cardiovascular Disease","Newgard Laboratory @ Duke University","NEW UID","Tetradecadienoyl carnitine","ac22",NA,"","","","",NA,"","",NA,"CAR 14:2"
"BIOCHEM_TETRACARNITINE",54,"Catheterization Genetics","Newgard Laboratory @ Duke University","BIOCHEMICAL_NAME","Tetradecadienoyl carnitine","ac22",NA,"","","","",NA,"","",NA,"CAR 14:2"
"BIOCHEM_X_11802",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 11802","m_543",NA,"33147","","","",NA,"","",NA,NA
"BIOCHEM_X_11909",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 11909","m_559",NA,"33254","","","",NA,"","",NA,NA
"BIOCHEM_X_12131",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 12131","m_570",NA,"33628","","","",NA,"","",NA,NA
"BIOCHEM_X_12218",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 12218","m_582",NA,"33639","","","",NA,"","",NA,NA
"BIOCHEM_X_12805",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 12805","m_615",NA,"34488","","","",NA,"","",NA,NA
"BIOCHEM_X_12832",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 12832","m_624",NA,"34515","","","",NA,"","",NA,NA
"BIOCHEM_X_13857",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 13857","m_649",NA,"35752","","","",NA,"","",NA,NA
"BIOCHEM_X_13858",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 13858","m_650",NA,"35753","","","",NA,"","",NA,NA
"BIOCHEM_X_14015",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 14015","m_654",NA,"35919","","","",NA,"","",NA,NA
"BIOCHEM_X_14026",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 14026","m_655",NA,"35938","","","",NA,"","",NA,NA
"BIOCHEM_X_14987",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 14987","m_666",NA,"37014","","","",NA,"","",NA,NA
"BIOCHEM_X_15581",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 15581","m_677",NA,"37830","","","",NA,"","",NA,NA
"BIOCHEM_X_15591",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 15591","m_678",NA,"37840","","","",NA,"","",NA,NA
"BIOCHEM_X_15732",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 15732","m_683",NA,"37981","","","",NA,"","",NA,NA
"BIOCHEM_X_16483",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 16483","m_705",NA,"39056","","","",NA,"","",NA,NA
"BIOCHEM_X_16485",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 16485","m_706",NA,"39058","","","",NA,"","",NA,NA
"BIOCHEM_X_16486",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 16486","m_707",NA,"39059","","","",NA,"","",NA,NA
"BIOCHEM_X_16557",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 16557","m_709",NA,"39130","","","",NA,"","",NA,NA
"BIOCHEM_X_17192",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 17192","m_733",NA,"39862","","","",NA,"","",NA,NA
"BIOCHEM_X_17378",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 17378","m_746",NA,"40203","","","",NA,"","",NA,NA
"BIOCHEM_X_17461",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 17461","m_759",NA,"40290","","","",NA,"","",NA,NA
"BIOCHEM_X_17609",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 17609","m_762",NA,"40550","","","",NA,"","",NA,NA
"BIOCHEM_X_17651",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 17651","m_768",NA,"40593","","","",NA,"","",NA,NA
"BIOCHEM_X_17680",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 17680","m_773",NA,"40777","","","",NA,"","",NA,NA
"BIOCHEM_X_17866",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 17866","m_782",NA,"40968","","","",NA,"","",NA,NA
"BIOCHEM_X_18153",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 18153","m_784",NA,"41256","","","",NA,"","",NA,NA
"BIOCHEM_X_18275",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 18275","m_789",NA,"41423","","","",NA,"","",NA,NA
"BIOCHEM_X_18554",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 18554","m_794",NA,"41783","","","",NA,"","",NA,NA
"BIOCHEM_X_18778",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 18778","m_800",NA,"42153","","","",NA,"","",NA,NA
"BIOCHEM_X_19139",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 19139","m_816",NA,"42546","","","",NA,"","",NA,NA
"BIOCHEM_X_19143",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 19143","m_818",NA,"42550","","","",NA,"","",NA,NA
"BIOCHEM_X_19157",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 19157","m_821",NA,"42630","","","",NA,"","",NA,NA
"BIOCHEM_X_19412",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 19412","m_826",NA,"42888","","","",NA,"","",NA,NA
"BIOCHEM_X_19579",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 19579","m_836",NA,"43135","","","",NA,"","",NA,NA
"BIOCHEM_X_19808",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 19808","m_839",NA,"43559","","","",NA,"","",NA,NA
"BIOCHEM_X_20157",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 20157","m_842",NA,"44740","","","",NA,"","",NA,NA
"BIOCHEM_X_20502",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 20502","m_844",NA,"45103","","","",NA,"","",NA,NA
"BIOCHEM_X_20503",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 20503","m_845",NA,"45104","","","",NA,"","",NA,NA
"BIOCHEM_X_21047",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 21047","m_853",NA,"45903","","","",NA,"","",NA,NA
"BIOCHEM_X_21056",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 21056","m_854",NA,"45918","","","",NA,"","",NA,NA
"BIOCHEM_X_21203",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 21203","m_855",NA,"46193","","","",NA,"","",NA,NA
"BIOCHEM_X_21204",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 21204","m_856",NA,"46194","","","",NA,"","",NA,NA
"BIOCHEM_X_21206",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 21206","m_857",NA,"46197","","","",NA,"","",NA,NA
"BIOCHEM_X_21211",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 21211","m_858",NA,"46204","","","",NA,"","",NA,NA
"BIOCHEM_X_21215",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 21215","m_859",NA,"46209","","","",NA,"","",NA,NA
"BIOCHEM_X_21216",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 21216","m_860",NA,"46210","","","",NA,"","",NA,NA
"BIOCHEM_X_21218",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 21218","m_861",NA,"46213","","","",NA,"","",NA,NA
"BIOCHEM_X_21222",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 21222","m_862",NA,"46217","","","",NA,"","",NA,NA
"BIOCHEM_X_21223",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 21223","m_863",NA,"46218","","","",NA,"","",NA,NA
"BIOCHEM_X_21674",44,"Women One-Carbon Metabolism and Inflammation Study","Metabolon","NEW UID","X - 21674","m_864",NA,"46780","","","",NA,"","",NA,NA
"BIO_5NONAD",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","5-Nonadecyl-1,3-benzenediol-glucuronide","5_nonadecyl_1_3_benzenediol_glucuronide",NA,"","","","",NA,"","",NA,NA
"BIO_5NONAD_2",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","5-Nonadecyl-1,3-benzenediol-glucuronide","5_nonadecyl_1_3_benzenediol_glucuronide_2",NA,"","","","",NA,"","",NA,NA
"BIO_5NONAD_3",73,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","5-Nonadecyl-1,3-benzenediol-glucuronide","5_nonadecyl_1_3_benzenediol_glucuronide_3",NA,"","","","",NA,"","",NA,NA
"BIO_CCHCH2HCC",71,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","C=CHCH2HC=C (fatty acyl chains)","c_chch2hc_c__fatty_acyl_chains_",NA,"","","","",NA,"","",NA,NA
"BIO_CH2",71,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","CH2<U+00A0>(lysyl groups)","ch2<U+00A0>_lysyl_groups_",NA,"","","","",NA,"","",NA,NA
"BIO_CH2CC",71,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","CH2C=C (fatty acyl chains)","ch2c_c__fatty_acyl_chains_",NA,"","","","",NA,"","",NA,NA
"BIO_CH2CH2CO",71,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","CH2CH2CO (fatty acyl chains)","ch2ch2co__fatty_acyl_chains_",NA,"","","","",NA,"","",NA,NA
"BIO_CH2CO",71,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","CH2CO (fatty acyl chains)","ch2co__fatty_acyl_chains_",NA,"","","","",NA,"","",NA,NA
"BIO_CH2N",71,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","(CH2)n (fatty acyl chains)","_ch2_n__fatty_acyl_chains_",NA,"","","","",NA,"","",NA,"Asparagine"
"BIO_CH2OCOR",71,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","CH2OCOR (glyceryl moyety)","ch2ocor__glyceryl_moyety_",NA,"","","","",NA,"","",NA,NA
"BIO_CH3C18",71,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","CH3 (C18 from Cholesterol)","ch3__c18_from_cholesterol_",NA,"","","","",NA,"","",NA,NA
"BIO_CH3C19",71,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","CH3<U+00A0>(C19 from Cholesterol)","ch3<U+00A0>_c19_from_cholesterol_",NA,"","","","",NA,"","",NA,NA
"BIO_CH3C21",71,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","CH3 (C21 from Cholesterol)","ch3__c21_from_cholesterol_",NA,"","","","",NA,"","",NA,NA
"BIO_CH3C26",71,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","CH3 (C26 and C27 from Cholesterol)","ch3__c26_and_c27_from_cholesterol_",NA,"","","","",NA,"","",NA,NA
"BIO_CH3CH2CH2",71,"Multi-Ethnic Study of Atherosclerosis and COMBI-BIO2","Imperial College London","NEW UID","CH3CH2CH2<U+00A0>(fatty acyl chains)","ch3ch2ch2<U+00A0>_fatty_acyl_chains_",NA,"","","","",NA,"","",NA,NA
